rank,component_id,review_priority,priority_score,image_id_a,relative_path_a,ornament_label_a,production_split_a,cv_fold_a,old_split_a,candidate_object_group_id_a,confirmed_object_group_id_a,confirmed_source_group_id_a,image_id_b,relative_path_b,ornament_label_b,production_split_b,cv_fold_b,old_split_b,candidate_object_group_id_b,confirmed_object_group_id_b,confirmed_source_group_id_b,cosine_cls_patch_concat,cosine_patch_mean,trigger_concat,trigger_patch_mean,same_label,same_candidate_group,same_content_sha256,cross_production_split,cross_cv_fold,touches_current_test,current_evaluation_boundary
54,simcomp_42031ab351400073,review,1.004910213,img_bbd236a1de7ff5f0,dataset_dev/01_opishnyan_ceramics/o376_4.jpg,01_opishnyan_ceramics,train,2,dataset_dev,candidate_3ec00b192d9e069b,obj_manual_044_a,src_manual_044,img_d0833ac497c47d30,dataset_test/01_opishnyan_ceramics/o375_3.jpg,01_opishnyan_ceramics,train,0,dataset_test,candidate_0b2871a0da4df4f5,obj_manual_001_a,src_manual_001,0.934566498,0.981133699,true,true,true,false,false,false,true,false,
55,simcomp_591d9116d4ccc493,review,1.004708262,img_37b080576530043f,dataset_dev/03_bubnivka_ceramics/b131.jpg,03_bubnivka_ceramics,validation,1,dataset_dev,candidate_05273ea07e7ea3cf,obj_single_37b080576530043f,,img_d244aad3c09cd7f4,dataset_dev/03_bubnivka_ceramics/b146.jpg,03_bubnivka_ceramics,validation,1,dataset_dev,candidate_768129989a786d50,obj_single_d244aad3c09cd7f4,,0.934378684,0.967444539,true,false,true,false,false,false,false,false,
56,simcomp_7fdfcf83d1e3fb0d,review,1.004695572,img_841a9b229266a530,dataset_dev/04_petrykivka_painting/208.jpg,04_petrykivka_painting,train,2,dataset_dev,candidate_a0cf0b24630168b7,obj_single_841a9b229266a530,,img_891d86a4dd3518cb,dataset_dev/04_petrykivka_painting/194.png,04_petrykivka_painting,train,1,dataset_dev,candidate_27155248f343ecac,obj_single_891d86a4dd3518cb,,0.934366882,0.968677521,true,false,true,false,false,false,true,false,
57,simcomp_fa45b1d49d6822d2,review,1.004612766,img_21ca6d7a68406cca,dataset_dev/01_opishnyan_ceramics/o366_1.jpg,01_opishnyan_ceramics,train,4,dataset_dev,candidate_7913d1d0d4c6c1be,obj_manual_009_b,src_manual_009,img_d9911c963744d26e,dataset_dev/01_opishnyan_ceramics/o368_1.jpg,01_opishnyan_ceramics,train,4,dataset_dev,candidate_ada644db4dceed48,obj_manual_011_b,src_manual_011,0.934289873,0.982253134,true,true,true,false,false,false,false,false,
58,simcomp_4f14e92e80ed24cd,review,1.004444945,img_0c210b69b82f1fd8,dataset_dev/01_opishnyan_ceramics/o320_1.jpg,01_opishnyan_ceramics,validation,2,dataset_dev,candidate_de1a6529fb4bbf0a,obj_manual_126,src_manual_126,img_af90f81ca583b88d,dataset_test/01_opishnyan_ceramics/o321_1.jpg,01_opishnyan_ceramics,validation,1,dataset_test,candidate_5ffc63ae7f4e8cd0,obj_manual_060,src_manual_060,0.934119046,0.984356046,true,true,true,false,false,false,true,false,
59,simcomp_70aa9308ec7898e3,review,1.004441515,img_27e5a8e5c679e3e8,dataset_dev/05_kosiv_ceramics/k356.jpg,05_kosiv_ceramics,test,,dataset_dev,candidate_8a8d20f0270c41ed,obj_single_27e5a8e5c679e3e8,,img_a10839705ffd64e9,dataset_dev/05_kosiv_ceramics/k326.jpg,05_kosiv_ceramics,train,0,dataset_dev,candidate_43565940550b21da,obj_single_a10839705ffd64e9,,0.934130609,0.956594944,true,false,true,false,false,true,false,true,test_vs_development
60,simcomp_f8e69f6767930319,review,1.003923100,img_4b15a6fe65b93e55,dataset_test/01_opishnyan_ceramics/o284.jpeg,01_opishnyan_ceramics,train,1,dataset_test,candidate_1f84534e3461322d,obj_manual_004_b,,img_aa242586187f5fbe,dataset_dev/01_opishnyan_ceramics/o285.jpeg,01_opishnyan_ceramics,validation,0,dataset_dev,candidate_1f84534e3461322d,obj_manual_004_a,,0.898369730,0.983844638,false,true,true,true,false,true,true,false,train_vs_validation
61,simcomp_f56c7f554f88ec35,review,1.003751402,img_572c2f01a7795729,dataset_dev/01_opishnyan_ceramics/o279.jpg,01_opishnyan_ceramics,validation,2,dataset_dev,candidate_5241b002d77151b5,obj_manual_056_b,,img_e7fbbd29e7795674,dataset_dev/01_opishnyan_ceramics/o278.jpg,01_opishnyan_ceramics,test,,dataset_dev,candidate_5241b002d77151b5,obj_manual_056_a,,0.910915256,0.983676374,false,true,true,true,false,true,false,true,test_vs_development
62,simcomp_d0ca4fcedb645d2a,review,1.003442657,img_74538819b5b0bbf1,dataset_test/01_opishnyan_ceramics/o358.jpg,01_opishnyan_ceramics,train,2,dataset_test,candidate_bd2bf5e87f2d1532,obj_single_74538819b5b0bbf1,,img_c1a10ea4766e4ce5,dataset_dev/01_opishnyan_ceramics/o357.jpg,01_opishnyan_ceramics,validation,4,dataset_dev,candidate_2c73140f7a4579b4,obj_single_c1a10ea4766e4ce5,,0.933201671,0.953646541,true,false,true,false,false,true,true,false,train_vs_validation
63,simcomp_c253c2cb6ed96911,review,1.003200363,img_380bccfc3701715d,dataset_dev/01_opishnyan_ceramics/o272.jpg,01_opishnyan_ceramics,train,4,dataset_dev,candidate_9a2ce8d881f126ed,obj_manual_094_a,,img_ac33dd3db98a540d,dataset_dev/01_opishnyan_ceramics/o273.jpg,01_opishnyan_ceramics,train,0,dataset_dev,candidate_9a2ce8d881f126ed,obj_manual_094_b,,0.905960023,0.983136356,false,true,true,true,false,false,true,false,
64,simcomp_acc7f3939a49a517,review,1.002792133,img_4138ddd251940fe0,dataset_dev/01_opishnyan_ceramics/o315_1.jpg,01_opishnyan_ceramics,train,0,dataset_dev,candidate_bb7c37a1735f0d29,obj_manual_109,src_manual_109,img_d68d7bb3a9de6907,dataset_dev/01_opishnyan_ceramics/o314_2.jpg,01_opishnyan_ceramics,validation,3,dataset_dev,candidate_8849b7f086d3f5f4,obj_manual_085,src_manual_085,0.932596684,0.978437781,true,false,true,false,false,true,true,false,train_vs_validation
65,simcomp_e4761db4595c569d,review,1.002729195,img_167353db1dfd711a,dataset_dev/01_opishnyan_ceramics/o339_1.jpeg,01_opishnyan_ceramics,train,4,dataset_dev,candidate_a25a920c14f915f5,obj_manual_096,src_manual_096,img_ce66ac894919a50f,dataset_dev/01_opishnyan_ceramics/o338_1.jpg,01_opishnyan_ceramics,train,0,dataset_dev,candidate_411cfad67a19214c,obj_manual_046,src_manual_046,0.932538152,0.970688462,true,false,true,false,false,false,true,false,
66,simcomp_a2451143f007723a,review,1.002700596,img_763f34bf262c091b,dataset_test/01_opishnyan_ceramics/o379_2.jpg,01_opishnyan_ceramics,validation,0,dataset_test,candidate_4ee4d6a4946a3921,obj_manual_053,src_manual_053,img_e115d071d69dceb4,dataset_dev/01_opishnyan_ceramics/o378_2.jpg,01_opishnyan_ceramics,train,1,dataset_dev,candidate_ceae1279243fd46c,obj_manual_118,src_manual_118,0.921612740,0.982646585,false,true,true,false,false,true,true,false,train_vs_validation
67,simcomp_416cf17ae42fc685,review,1.002447195,img_ab31ebe0c4fe0d31,dataset_dev/01_opishnyan_ceramics/o294.jpg,01_opishnyan_ceramics,train,4,dataset_dev,candidate_ba18dbd8654a9fba,obj_manual_108_b,,img_afdca78c8e225301,dataset_test/01_opishnyan_ceramics/o299.jpeg,01_opishnyan_ceramics,validation,3,dataset_test,candidate_bb79ac13e02c0823,obj_single_afdca78c8e225301,,0.932275891,0.977489769,true,false,true,false,false,true,true,false,train_vs_validation
68,simcomp_416cf17ae42fc685,review,1.001522553,img_9a0c0533930e168b,dataset_dev/01_opishnyan_ceramics/o300.jpeg,01_opishnyan_ceramics,train,4,dataset_dev,candidate_76198cddd7edfb14,obj_single_9a0c0533930e168b,,img_afdca78c8e225301,dataset_test/01_opishnyan_ceramics/o299.jpeg,01_opishnyan_ceramics,validation,3,dataset_test,candidate_bb79ac13e02c0823,obj_single_afdca78c8e225301,,0.895890176,0.981492102,false,true,true,false,false,true,true,false,train_vs_validation
69,simcomp_7c0fb3475be426a4,review,1.001473076,img_790386d594946b5a,dataset_dev/01_opishnyan_ceramics/o333_1.jpeg,01_opishnyan_ceramics,train,2,dataset_dev,candidate_afc0791456e1d38a,obj_manual_102_b,src_manual_102,img_bcc8cd23126a5768,dataset_test/01_opishnyan_ceramics/o330_1.jpeg,01_opishnyan_ceramics,train,2,dataset_test,candidate_32d791f8ac405a24,obj_manual_041,src_manual_041,0.931369960,0.979002178,true,false,true,false,false,false,false,false,
70,simcomp_fd8556c6e14eae8f,review,1.001466987,img_18060d827c3daf81,dataset_test/01_opishnyan_ceramics/o323.jpg,01_opishnyan_ceramics,test,,dataset_test,candidate_826a185a4a52f0bc,obj_single_18060d827c3daf81,,img_e3fe3fcda804d096,dataset_dev/01_opishnyan_ceramics/o322.jpg,01_opishnyan_ceramics,train,2,dataset_dev,candidate_92154f0ea665c5d2,obj_single_e3fe3fcda804d096,,0.931364298,0.977824092,true,false,true,false,false,true,false,true,test_vs_development
71,simcomp_5344ee5798905ecd,review,1.001219299,img_1fce5d45a91c61fe,dataset_test/01_opishnyan_ceramics/o254.jpg,01_opishnyan_ceramics,train,1,dataset_test,candidate_c926a1f08cae4540,obj_single_1fce5d45a91c61fe,,img_405b61e590499e61,dataset_test/01_opishnyan_ceramics/o252.jpg,01_opishnyan_ceramics,train,0,dataset_test,candidate_b9861f0782cb75ab,obj_single_405b61e590499e61,,0.889763832,0.981194913,false,true,true,false,false,false,true,false,
72,simcomp_abba215ebfb6646d,review,1.001172809,img_2c6cbb40945726fc,dataset_dev/01_opishnyan_ceramics/o318.jpeg,01_opishnyan_ceramics,train,3,dataset_dev,candidate_235f3023997ecc2d,obj_single_2c6cbb40945726fc,,img_677eaa2cb3288f4e,dataset_dev/01_opishnyan_ceramics/o316_1.jpeg,01_opishnyan_ceramics,train,2,dataset_dev,candidate_f144d2e174bfddbe,obj_manual_139,src_manual_139,0.931090713,0.971902072,true,false,true,false,false,false,true,false,
73,simcomp_f4a7bf388b301cb4,review,1.001161145,img_8b0729441c7ed0a4,dataset_dev/01_opishnyan_ceramics/o327.jpg,01_opishnyan_ceramics,train,0,dataset_dev,candidate_74bfa10f03a0cd5e,obj_single_8b0729441c7ed0a4,,img_b40d7077a7e1b17e,dataset_dev/01_opishnyan_ceramics/o326.jpg,01_opishnyan_ceramics,train,4,dataset_dev,candidate_24d684d178dc4b00,obj_manual_005,src_manual_005,0.931079865,0.980792165,true,true,true,false,false,false,true,false,
74,simcomp_64860b83462509a0,review,1.001060522,img_315438724c75aa3f,dataset_dev/01_opishnyan_ceramics/o328_2.jpeg,01_opishnyan_ceramics,train,0,dataset_dev,candidate_ecb072692741f0cc,obj_manual_137,src_manual_137,img_e2d91c0c40f13953,dataset_dev/01_opishnyan_ceramics/o329_2.jpeg,01_opishnyan_ceramics,validation,2,dataset_dev,candidate_d81b58aebb19c3c1,obj_manual_122,src_manual_122,0.930986285,0.978306711,true,false,true,false,false,true,true,false,train_vs_validation
75,simcomp_c253c2cb6ed96911,review,1.000845615,img_ac33dd3db98a540d,dataset_dev/01_opishnyan_ceramics/o273.jpg,01_opishnyan_ceramics,train,0,dataset_dev,candidate_9a2ce8d881f126ed,obj_manual_094_b,,img_d9f2362b82df1168,dataset_test/01_opishnyan_ceramics/o274.jpg,01_opishnyan_ceramics,train,1,dataset_test,candidate_7291cd4b9500ff09,obj_single_d9f2362b82df1168,,0.900660455,0.980828702,false,true,true,false,false,false,true,false,
76,simcomp_7c0fb3475be426a4,review,1.000773724,img_32a7f6a06ea40101,dataset_dev/01_opishnyan_ceramics/o332_1.jpeg,01_opishnyan_ceramics,train,2,dataset_dev,candidate_368537d892e43c95,obj_manual_043,src_manual_043,img_790386d594946b5a,dataset_dev/01_opishnyan_ceramics/o333_1.jpeg,01_opishnyan_ceramics,train,2,dataset_dev,candidate_afc0791456e1d38a,obj_manual_102_b,src_manual_102,0.924004614,0.980758250,false,true,true,false,false,false,false,false,
77,simcomp_512fca3e9376a2fa,review,1.000730068,img_263680a271f45ab6,dataset_dev/01_opishnyan_ceramics/o344.jpeg,01_opishnyan_ceramics,train,0,dataset_dev,candidate_3ff0ce87ecf7e200,obj_single_263680a271f45ab6,,img_a0bd2f3d47df28bc,dataset_dev/01_opishnyan_ceramics/o346.jpeg,01_opishnyan_ceramics,test,,dataset_dev,candidate_e2c74a4ec23b5277,obj_single_a0bd2f3d47df28bc,,0.930678964,0.974337280,true,false,true,false,false,true,false,true,test_vs_development
78,simcomp_acc7f3939a49a517,review,1.000639572,img_4af5d3b94ef5f165,dataset_dev/01_opishnyan_ceramics/o316_2.jpeg,01_opishnyan_ceramics,train,2,dataset_dev,candidate_f144d2e174bfddbe,obj_manual_139,src_manual_139,img_d5fc4b4084497255,dataset_test/01_opishnyan_ceramics/o319_1.jpeg,01_opishnyan_ceramics,test,,dataset_test,candidate_716493c373446369,obj_manual_070,src_manual_070,0.930594802,0.973260403,true,false,true,false,false,true,false,true,test_vs_development
79,simcomp_d1a83a4e0e9cb188,review,1.000560181,img_74f059af8cdcd958,dataset_test/01_opishnyan_ceramics/o345.jpeg,01_opishnyan_ceramics,train,0,dataset_test,candidate_737e04f533e7648c,obj_single_74f059af8cdcd958,,img_a0bfebe1febaa18c,dataset_dev/01_opishnyan_ceramics/o343_1.jpeg,01_opishnyan_ceramics,train,4,dataset_dev,candidate_da7161e23413fc1a,obj_manual_123,src_manual_123,0.916901946,0.980548978,false,true,true,false,false,false,true,false,
80,simcomp_c5fa37caf75589be,review,1.000549716,img_75759a575b270237,dataset_dev/01_opishnyan_ceramics/o376_1.jpg,01_opishnyan_ceramics,train,2,dataset_dev,candidate_3ec00b192d9e069b,obj_manual_044_a,src_manual_044,img_a41f538eaa3ca4fd,dataset_test/01_opishnyan_ceramics/o375_1.jpg,01_opishnyan_ceramics,train,0,dataset_test,candidate_0b2871a0da4df4f5,obj_manual_001_a,src_manual_001,0.930511236,0.968721032,true,false,true,false,false,false,true,false,
81,simcomp_9d144906c82a8155,review,1.000385772,img_651297687ee0d338,dataset_dev/02_ornek/kt035.jpg,02_ornek,train,4,dataset_dev,candidate_78d184d91c0fe2fe,obj_single_651297687ee0d338,,img_c72e1cf108150e9a,dataset_dev/02_ornek/kt033.jpg,02_ornek,test,,dataset_dev,candidate_69e004bd060264c9,obj_single_c72e1cf108150e9a,,0.930358768,0.957093239,true,false,true,false,false,true,false,true,test_vs_development
82,simcomp_512fca3e9376a2fa,review,1.000333409,img_263680a271f45ab6,dataset_dev/01_opishnyan_ceramics/o344.jpeg,01_opishnyan_ceramics,train,0,dataset_dev,candidate_3ff0ce87ecf7e200,obj_single_263680a271f45ab6,,img_5c99b427186b7fac,dataset_dev/01_opishnyan_ceramics/o343_2.jpeg,01_opishnyan_ceramics,train,4,dataset_dev,candidate_da7161e23413fc1a,obj_manual_123,src_manual_123,0.930310071,0.966323018,true,false,true,false,false,false,true,false,
