image_id,relative_path,proposal_rank,proposal_id,left,top,right,bottom,scale,x_position,y_position,texture_score
img_73fcc22ca989cdd7,dataset_dev/02_ornek/kt064.jpg,6,s1_y1_x1,722,370,2095,1743,0.6499999761581421,0.5,0.5,0.1537966975062862
img_5c5d775517389a8c,dataset_dev/02_ornek/kt066.jpg,1,s0_y2_x1,363,335,637,609,0.44999998807907104,0.5,1.0,0.11836546874328113
img_5c5d775517389a8c,dataset_dev/02_ornek/kt066.jpg,2,s1_y2_x2,604,213,1000,609,0.6499999761581421,1.0,1.0,0.1144844913375706
img_5c5d775517389a8c,dataset_dev/02_ornek/kt066.jpg,3,s1_y2_x0,0,213,396,609,0.6499999761581421,0.0,1.0,0.1144576662179675
img_5c5d775517389a8c,dataset_dev/02_ornek/kt066.jpg,4,s1_y2_x1,302,213,698,609,0.6499999761581421,0.5,1.0,0.11442296117428731
img_5c5d775517389a8c,dataset_dev/02_ornek/kt066.jpg,5,s0_y1_x0,0,168,274,442,0.44999998807907104,0.0,0.5,0.11244015690382139
img_5c5d775517389a8c,dataset_dev/02_ornek/kt066.jpg,6,s1_y1_x0,0,106,396,502,0.6499999761581421,0.0,0.5,0.11002503509322745
img_62909bfb0b972cb0,dataset_dev/02_ornek/kt067.jpg,1,s0_y1_x1,336,200,664,528,0.44999998807907104,0.5,0.5,0.07421198178503313
img_62909bfb0b972cb0,dataset_dev/02_ornek/kt067.jpg,2,s1_y1_x1,264,128,737,601,0.6499999761581421,0.5,0.5,0.07291904016120775
img_62909bfb0b972cb0,dataset_dev/02_ornek/kt067.jpg,3,s1_y1_x0,0,128,473,601,0.6499999761581421,0.0,0.5,0.06631790443229911
img_62909bfb0b972cb0,dataset_dev/02_ornek/kt067.jpg,4,s0_y0_x1,336,0,664,328,0.44999998807907104,0.5,0.0,0.06559182123869822
img_62909bfb0b972cb0,dataset_dev/02_ornek/kt067.jpg,5,s0_y2_x1,336,400,664,728,0.44999998807907104,0.5,1.0,0.06495725208084714
img_62909bfb0b972cb0,dataset_dev/02_ornek/kt067.jpg,6,s1_y2_x1,264,255,737,728,0.6499999761581421,0.5,1.0,0.06472127442780878
img_f77478212f03e4cc,dataset_dev/02_ornek/kt069.jpg,1,s0_y0_x2,402,0,730,328,0.44999998807907104,1.0,0.0,0.2190894352948181
img_f77478212f03e4cc,dataset_dev/02_ornek/kt069.jpg,2,s1_y0_x2,256,0,730,474,0.6499999761581421,1.0,0.0,0.21589347340070328
img_f77478212f03e4cc,dataset_dev/02_ornek/kt069.jpg,3,s0_y0_x1,201,0,529,328,0.44999998807907104,0.5,0.0,0.21371951302706088
img_f77478212f03e4cc,dataset_dev/02_ornek/kt069.jpg,4,s0_y0_x0,0,0,328,328,0.44999998807907104,0.0,0.0,0.21204028247855672
img_f77478212f03e4cc,dataset_dev/02_ornek/kt069.jpg,5,s1_y0_x1,128,0,602,474,0.6499999761581421,0.5,0.0,0.21092827216837673
img_f77478212f03e4cc,dataset_dev/02_ornek/kt069.jpg,6,s1_y0_x0,0,0,474,474,0.6499999761581421,0.0,0.0,0.21086747542879453
img_68e27ef744a8413f,dataset_dev/02_ornek/kt070.JPG,1,s0_y1_x1,220,316,581,677,0.44999998807907104,0.5,0.5,0.15188197377339474
img_68e27ef744a8413f,dataset_dev/02_ornek/kt070.JPG,2,s1_y1_x1,140,236,661,757,0.6499999761581421,0.5,0.5,0.12964009459551012
img_68e27ef744a8413f,dataset_dev/02_ornek/kt070.JPG,3,s1_y2_x1,140,471,661,992,0.6499999761581421,0.5,1.0,0.12383326067012898
img_68e27ef744a8413f,dataset_dev/02_ornek/kt070.JPG,4,s1_y1_x2,281,236,802,757,0.6499999761581421,1.0,0.5,0.11979440564100688
img_68e27ef744a8413f,dataset_dev/02_ornek/kt070.JPG,5,s1_y1_x0,0,236,521,757,0.6499999761581421,0.0,0.5,0.11735046099349994
img_68e27ef744a8413f,dataset_dev/02_ornek/kt070.JPG,6,s1_y2_x2,281,471,802,992,0.6499999761581421,1.0,1.0,0.11280438788466167
img_1ef6d9fc62741df7,dataset_dev/02_ornek/kt071.JPG,1,s0_y1_x1,218,221,574,577,0.44999998807907104,0.5,0.5,0.13170612629169184
img_1ef6d9fc62741df7,dataset_dev/02_ornek/kt071.JPG,2,s0_y2_x1,218,442,574,798,0.44999998807907104,0.5,1.0,0.12557946448597077
img_1ef6d9fc62741df7,dataset_dev/02_ornek/kt071.JPG,3,s1_y2_x1,138,284,652,798,0.6499999761581421,0.5,1.0,0.12264117621065924
img_1ef6d9fc62741df7,dataset_dev/02_ornek/kt071.JPG,4,s1_y1_x1,138,142,652,656,0.6499999761581421,0.5,0.5,0.11994006440241095
img_1ef6d9fc62741df7,dataset_dev/02_ornek/kt071.JPG,5,s0_y1_x2,435,221,791,577,0.44999998807907104,1.0,0.5,0.11808107047597309
img_1ef6d9fc62741df7,dataset_dev/02_ornek/kt071.JPG,6,s1_y1_x2,277,142,791,656,0.6499999761581421,1.0,0.5,0.11658000384666163
img_ceb0c34d91cd414f,dataset_dev/02_ornek/kt072.jpg,1,s1_y1_x1,124,124,587,587,0.6499999761581421,0.5,0.5,0.11986952625644363
img_ceb0c34d91cd414f,dataset_dev/02_ornek/kt072.jpg,2,s1_y0_x1,124,0,587,463,0.6499999761581421,0.5,0.0,0.11586692732161341
img_ceb0c34d91cd414f,dataset_dev/02_ornek/kt072.jpg,3,s0_y1_x1,196,196,516,516,0.44999998807907104,0.5,0.5,0.11522358914410863
img_ceb0c34d91cd414f,dataset_dev/02_ornek/kt072.jpg,4,s0_y1_x0,0,196,320,516,0.44999998807907104,0.0,0.5,0.11510581422827557
img_ceb0c34d91cd414f,dataset_dev/02_ornek/kt072.jpg,5,s0_y1_x2,392,196,712,516,0.44999998807907104,1.0,0.5,0.1139997954906048
img_ceb0c34d91cd414f,dataset_dev/02_ornek/kt072.jpg,6,s0_y0_x1,196,0,516,320,0.44999998807907104,0.5,0.0,0.11287677851301198
img_c2f216e6e3830b4e,dataset_dev/02_ornek/kt074.jpg,1,s1_y1_x1,88,312,418,642,0.6499999761581421,0.5,0.5,0.17267714086059827
img_c2f216e6e3830b4e,dataset_dev/02_ornek/kt074.jpg,2,s0_y2_x1,140,726,368,954,0.44999998807907104,0.5,1.0,0.16673263401174088
img_c2f216e6e3830b4e,dataset_dev/02_ornek/kt074.jpg,3,s1_y1_x0,0,312,330,642,0.6499999761581421,0.0,0.5,0.16640645986497682
img_c2f216e6e3830b4e,dataset_dev/02_ornek/kt074.jpg,4,s1_y2_x0,0,624,330,954,0.6499999761581421,0.0,1.0,0.1661351715533183
img_c2f216e6e3830b4e,dataset_dev/02_ornek/kt074.jpg,5,s1_y2_x1,88,624,418,954,0.6499999761581421,0.5,1.0,0.16526237252204512
img_c2f216e6e3830b4e,dataset_dev/02_ornek/kt074.jpg,6,s1_y1_x2,177,312,507,642,0.6499999761581421,1.0,0.5,0.16295285641496154
img_ca33ab67b6e63aa9,dataset_dev/02_ornek/kt077.JPG,1,s0_y2_x1,218,271,440,493,0.44999998807907104,0.5,1.0,0.1826075557103895
img_ca33ab67b6e63aa9,dataset_dev/02_ornek/kt077.JPG,2,s0_y1_x1,218,136,440,358,0.44999998807907104,0.5,0.5,0.17094022593694363
img_ca33ab67b6e63aa9,dataset_dev/02_ornek/kt077.JPG,3,s1_y2_x1,168,173,488,493,0.6499999761581421,0.5,1.0,0.16730832697654702
img_ca33ab67b6e63aa9,dataset_dev/02_ornek/kt077.JPG,4,s1_y1_x1,168,86,488,406,0.6499999761581421,0.5,0.5,0.15793898959770863
img_ca33ab67b6e63aa9,dataset_dev/02_ornek/kt077.JPG,5,s1_y2_x2,337,173,657,493,0.6499999761581421,1.0,1.0,0.14881777230780974
img_ca33ab67b6e63aa9,dataset_dev/02_ornek/kt077.JPG,6,s1_y0_x1,168,0,488,320,0.6499999761581421,0.5,0.0,0.1368002194853382
img_f69069a376bde604,dataset_dev/02_ornek/kt078.JPG,1,s0_y1_x1,254,257,670,673,0.44999998807907104,0.5,0.5,0.11768625829736554
img_f69069a376bde604,dataset_dev/02_ornek/kt078.JPG,2,s1_y2_x1,162,329,763,930,0.6499999761581421,0.5,1.0,0.1159976383637476
img_f69069a376bde604,dataset_dev/02_ornek/kt078.JPG,3,s0_y2_x1,254,514,670,930,0.44999998807907104,0.5,1.0,0.1156841182116167
img_f69069a376bde604,dataset_dev/02_ornek/kt078.JPG,4,s0_y1_x0,0,257,416,673,0.44999998807907104,0.0,0.5,0.11225949529352074
img_f69069a376bde604,dataset_dev/02_ornek/kt078.JPG,5,s1_y0_x1,162,0,763,601,0.6499999761581421,0.5,0.0,0.11193401001795983
img_f69069a376bde604,dataset_dev/02_ornek/kt078.JPG,6,s1_y1_x1,162,164,763,765,0.6499999761581421,0.5,0.5,0.11063797132634466
img_d5e23f6343723b30,dataset_dev/02_ornek/kt080.JPG,1,s0_y2_x1,240,312,495,567,0.44999998807907104,0.5,1.0,0.19068994684865337
img_d5e23f6343723b30,dataset_dev/02_ornek/kt080.JPG,2,s0_y0_x1,240,0,495,255,0.44999998807907104,0.5,0.0,0.18876503617355794
img_d5e23f6343723b30,dataset_dev/02_ornek/kt080.JPG,3,s0_y2_x0,0,312,255,567,0.44999998807907104,0.0,1.0,0.18858261728692316
img_d5e23f6343723b30,dataset_dev/02_ornek/kt080.JPG,4,s1_y2_x1,184,198,553,567,0.6499999761581421,0.5,1.0,0.1857763800426479
img_d5e23f6343723b30,dataset_dev/02_ornek/kt080.JPG,5,s1_y2_x0,0,198,369,567,0.6499999761581421,0.0,1.0,0.18452941008287607
img_d5e23f6343723b30,dataset_dev/02_ornek/kt080.JPG,6,s1_y0_x1,184,0,553,369,0.6499999761581421,0.5,0.0,0.18306673777686494
img_1dc97abcc5e84442,dataset_dev/02_ornek/kt082.JPG,1,s0_y2_x1,182,226,367,411,0.44999998807907104,0.5,1.0,0.17054007981811273
img_1dc97abcc5e84442,dataset_dev/02_ornek/kt082.JPG,2,s1_y2_x2,281,144,548,411,0.6499999761581421,1.0,1.0,0.1701954340163664
img_1dc97abcc5e84442,dataset_dev/02_ornek/kt082.JPG,3,s1_y1_x2,281,72,548,339,0.6499999761581421,1.0,0.5,0.16762305482643902
img_1dc97abcc5e84442,dataset_dev/02_ornek/kt082.JPG,4,s0_y0_x1,182,0,367,185,0.44999998807907104,0.5,0.0,0.1667380300133316
img_1dc97abcc5e84442,dataset_dev/02_ornek/kt082.JPG,5,s0_y1_x2,363,113,548,298,0.44999998807907104,1.0,0.5,0.1583807106917906
img_1dc97abcc5e84442,dataset_dev/02_ornek/kt082.JPG,6,s1_y1_x1,140,72,407,339,0.6499999761581421,0.5,0.5,0.1577305093710868
img_7defcd1eb79556f1,dataset_dev/02_ornek/kt083.JPG,1,s0_y1_x1,148,149,389,390,0.44999998807907104,0.5,0.5,0.1475262952973921
img_7defcd1eb79556f1,dataset_dev/02_ornek/kt083.JPG,2,s1_y1_x1,94,96,442,444,0.6499999761581421,0.5,0.5,0.14599108435379846
img_7defcd1eb79556f1,dataset_dev/02_ornek/kt083.JPG,3,s0_y2_x1,148,298,389,539,0.44999998807907104,0.5,1.0,0.14350950643618954
img_7defcd1eb79556f1,dataset_dev/02_ornek/kt083.JPG,4,s1_y1_x0,0,96,348,444,0.6499999761581421,0.0,0.5,0.14255387689880916
img_7defcd1eb79556f1,dataset_dev/02_ornek/kt083.JPG,5,s0_y1_x0,0,149,241,390,0.44999998807907104,0.0,0.5,0.1425102076494207
img_7defcd1eb79556f1,dataset_dev/02_ornek/kt083.JPG,6,s0_y0_x1,148,0,389,241,0.44999998807907104,0.5,0.0,0.1402197038830988
img_09ba235a2e2c1ab8,dataset_dev/02_ornek/kt084.jpg,1,s0_y2_x1,506,1064,1334,1892,0.44999998807907104,0.5,1.0,0.14373455603525276
img_09ba235a2e2c1ab8,dataset_dev/02_ornek/kt084.jpg,2,s0_y1_x1,506,532,1334,1360,0.44999998807907104,0.5,0.5,0.1410658068473791
img_09ba235a2e2c1ab8,dataset_dev/02_ornek/kt084.jpg,3,s1_y1_x1,322,348,1518,1544,0.6499999761581421,0.5,0.5,0.1396651842228291
img_09ba235a2e2c1ab8,dataset_dev/02_ornek/kt084.jpg,4,s0_y1_x0,0,532,828,1360,0.44999998807907104,0.0,0.5,0.13756884574802436
img_09ba235a2e2c1ab8,dataset_dev/02_ornek/kt084.jpg,5,s1_y1_x0,0,348,1196,1544,0.6499999761581421,0.0,0.5,0.1346708162656221
img_09ba235a2e2c1ab8,dataset_dev/02_ornek/kt084.jpg,6,s1_y2_x1,322,696,1518,1892,0.6499999761581421,0.5,1.0,0.13394076258916085
img_36737cf4db4f6361,dataset_dev/02_ornek/kt085.jpg,1,s0_y1_x1,176,336,464,624,0.44999998807907104,0.5,0.5,0.16259782025984487
img_36737cf4db4f6361,dataset_dev/02_ornek/kt085.jpg,2,s1_y1_x1,112,272,528,688,0.6499999761581421,0.5,0.5,0.16051873177416548
img_36737cf4db4f6361,dataset_dev/02_ornek/kt085.jpg,3,s1_y1_x0,0,272,416,688,0.6499999761581421,0.0,0.5,0.15818038102681278
img_36737cf4db4f6361,dataset_dev/02_ornek/kt085.jpg,4,s1_y0_x0,0,0,416,416,0.6499999761581421,0.0,0.0,0.157206518220423
img_36737cf4db4f6361,dataset_dev/02_ornek/kt085.jpg,5,s1_y1_x2,224,272,640,688,0.6499999761581421,1.0,0.5,0.15653964514518623
img_36737cf4db4f6361,dataset_dev/02_ornek/kt085.jpg,6,s1_y0_x2,224,0,640,416,0.6499999761581421,1.0,0.0,0.15562532930524786
img_a28dbf2e0515a2d5,dataset_dev/02_ornek/kt086.jpg,1,s0_y0_x1,552,0,1455,903,0.44999998807907104,0.5,0.0,0.14398075648613412
img_a28dbf2e0515a2d5,dataset_dev/02_ornek/kt086.jpg,2,s1_y1_x2,702,355,2007,1660,0.6499999761581421,1.0,0.5,0.14166316764598677
img_a28dbf2e0515a2d5,dataset_dev/02_ornek/kt086.jpg,3,s0_y1_x2,1104,556,2007,1459,0.44999998807907104,1.0,0.5,0.14154120972166231
img_a28dbf2e0515a2d5,dataset_dev/02_ornek/kt086.jpg,4,s1_y0_x2,702,0,2007,1305,0.6499999761581421,1.0,0.0,0.13943115572591205
img_a28dbf2e0515a2d5,dataset_dev/02_ornek/kt086.jpg,5,s1_y0_x1,351,0,1656,1305,0.6499999761581421,0.5,0.0,0.13700256920824627
img_a28dbf2e0515a2d5,dataset_dev/02_ornek/kt086.jpg,6,s1_y1_x1,351,355,1656,1660,0.6499999761581421,0.5,0.5,0.1365748616080429
img_6578ee54ee33def5,dataset_dev/02_ornek/kt087.JPG,1,s1_y1_x1,187,96,543,452,0.6499999761581421,0.5,0.5,0.1193683827361573
img_6578ee54ee33def5,dataset_dev/02_ornek/kt087.JPG,2,s0_y1_x1,242,150,489,397,0.44999998807907104,0.5,0.5,0.11759989700483689
img_6578ee54ee33def5,dataset_dev/02_ornek/kt087.JPG,3,s1_y1_x2,374,96,730,452,0.6499999761581421,1.0,0.5,0.1100244229539693
img_6578ee54ee33def5,dataset_dev/02_ornek/kt087.JPG,4,s1_y2_x2,374,192,730,548,0.6499999761581421,1.0,1.0,0.10145650675367884
img_6578ee54ee33def5,dataset_dev/02_ornek/kt087.JPG,5,s1_y0_x1,187,0,543,356,0.6499999761581421,0.5,0.0,0.09906971642208676
img_6578ee54ee33def5,dataset_dev/02_ornek/kt087.JPG,6,s1_y2_x1,187,192,543,548,0.6499999761581421,0.5,1.0,0.0985536601351576
img_62f6e3ee48c548dc,dataset_dev/02_ornek/kt089.jpg,1,s1_y1_x1,151,151,711,711,0.6499999761581421,0.5,0.5,0.12978986941749152
img_62f6e3ee48c548dc,dataset_dev/02_ornek/kt089.jpg,2,s1_y2_x1,151,302,711,862,0.6499999761581421,0.5,1.0,0.1272712473807371
img_62f6e3ee48c548dc,dataset_dev/02_ornek/kt089.jpg,3,s0_y1_x1,237,237,625,625,0.44999998807907104,0.5,0.5,0.1268100182901086
img_62f6e3ee48c548dc,dataset_dev/02_ornek/kt089.jpg,4,s0_y1_x2,474,237,862,625,0.44999998807907104,1.0,0.5,0.12567271108539915
img_62f6e3ee48c548dc,dataset_dev/02_ornek/kt089.jpg,5,s0_y2_x1,237,474,625,862,0.44999998807907104,0.5,1.0,0.12550641998188722
img_62f6e3ee48c548dc,dataset_dev/02_ornek/kt089.jpg,6,s1_y0_x1,151,0,711,560,0.6499999761581421,0.5,0.0,0.12516328218225953
img_e5b6b88d0a8feb6f,dataset_dev/02_ornek/kt092.jpg,1,s1_y2_x0,0,311,372,683,0.6499999761581421,0.0,1.0,0.18353440868119125
img_e5b6b88d0a8feb6f,dataset_dev/02_ornek/kt092.jpg,2,s1_y2_x1,100,311,472,683,0.6499999761581421,0.5,1.0,0.18328683525033015
img_e5b6b88d0a8feb6f,dataset_dev/02_ornek/kt092.jpg,3,s1_y2_x2,200,311,572,683,0.6499999761581421,1.0,1.0,0.1822573660664009
img_e5b6b88d0a8feb6f,dataset_dev/02_ornek/kt092.jpg,4,s1_y1_x2,200,156,572,528,0.6499999761581421,1.0,0.5,0.18111529523678083
img_e5b6b88d0a8feb6f,dataset_dev/02_ornek/kt092.jpg,5,s1_y1_x0,0,156,372,528,0.6499999761581421,0.0,0.5,0.18003931577096935
img_e5b6b88d0a8feb6f,dataset_dev/02_ornek/kt092.jpg,6,s1_y1_x1,100,156,472,528,0.6499999761581421,0.5,0.5,0.179403285859239
img_db9a20180b026614,dataset_dev/02_ornek/kt093.JPG,1,s0_y0_x1,142,0,374,232,0.44999998807907104,0.5,0.0,0.14438319278024397
img_db9a20180b026614,dataset_dev/02_ornek/kt093.JPG,2,s0_y1_x1,142,284,374,516,0.44999998807907104,0.5,0.5,0.1385787743345202
img_db9a20180b026614,dataset_dev/02_ornek/kt093.JPG,3,s1_y1_x1,90,232,425,567,0.6499999761581421,0.5,0.5,0.13178161954673862
img_db9a20180b026614,dataset_dev/02_ornek/kt093.JPG,4,s1_y2_x1,90,464,425,799,0.6499999761581421,0.5,1.0,0.1310478037199682
img_db9a20180b026614,dataset_dev/02_ornek/kt093.JPG,5,s1_y0_x1,90,0,425,335,0.6499999761581421,0.5,0.0,0.12621258199425645
img_db9a20180b026614,dataset_dev/02_ornek/kt093.JPG,6,s1_y0_x0,0,0,335,335,0.6499999761581421,0.0,0.0,0.12409384392081954
img_fe5516feebc93710,dataset_dev/02_ornek/kt095.jpg,1,s0_y1_x2,320,152,568,400,0.44999998807907104,1.0,0.5,0.1643660307583512
img_fe5516feebc93710,dataset_dev/02_ornek/kt095.jpg,2,s0_y2_x1,160,304,408,552,0.44999998807907104,0.5,1.0,0.16314455391246707
img_fe5516feebc93710,dataset_dev/02_ornek/kt095.jpg,3,s0_y0_x1,160,0,408,248,0.44999998807907104,0.5,0.0,0.1615044305018503
img_fe5516feebc93710,dataset_dev/02_ornek/kt095.jpg,4,s0_y1_x0,0,152,248,400,0.44999998807907104,0.0,0.5,0.15782403909703263
img_fe5516feebc93710,dataset_dev/02_ornek/kt095.jpg,5,s1_y2_x2,209,193,568,552,0.6499999761581421,1.0,1.0,0.15337151541928465
img_fe5516feebc93710,dataset_dev/02_ornek/kt095.jpg,6,s0_y0_x0,0,0,248,248,0.44999998807907104,0.0,0.0,0.15329074065614884
img_c19961d5fb4544a4,dataset_dev/02_ornek/kt096.JPG,1,s1_y1_x1,171,98,532,459,0.6499999761581421,0.5,0.5,0.16173216871833335
img_c19961d5fb4544a4,dataset_dev/02_ornek/kt096.JPG,2,s0_y1_x1,226,153,476,403,0.44999998807907104,0.5,0.5,0.16120713639060735
img_c19961d5fb4544a4,dataset_dev/02_ornek/kt096.JPG,3,s1_y1_x0,0,98,361,459,0.6499999761581421,0.0,0.5,0.15857339836777642
img_c19961d5fb4544a4,dataset_dev/02_ornek/kt096.JPG,4,s1_y2_x1,171,195,532,556,0.6499999761581421,0.5,1.0,0.15727266839259685
img_c19961d5fb4544a4,dataset_dev/02_ornek/kt096.JPG,5,s1_y0_x1,171,0,532,361,0.6499999761581421,0.5,0.0,0.15616820825899647
img_c19961d5fb4544a4,dataset_dev/02_ornek/kt096.JPG,6,s0_y2_x1,226,306,476,556,0.44999998807907104,0.5,1.0,0.15509467402940172
img_91ed57602079e64d,dataset_dev/02_ornek/kt097.jpg,1,s1_y1_x1,92,146,433,487,0.6499999761581421,0.5,0.5,0.12062345401596547
img_91ed57602079e64d,dataset_dev/02_ornek/kt097.jpg,2,s0_y1_x1,144,198,380,434,0.44999998807907104,0.5,0.5,0.11772791945013372
img_91ed57602079e64d,dataset_dev/02_ornek/kt097.jpg,3,s1_y0_x1,92,0,433,341,0.6499999761581421,0.5,0.0,0.11146482645235317
img_91ed57602079e64d,dataset_dev/02_ornek/kt097.jpg,4,s0_y0_x1,144,0,380,236,0.44999998807907104,0.5,0.0,0.10863948043447555
img_91ed57602079e64d,dataset_dev/02_ornek/kt097.jpg,5,s1_y1_x2,184,146,525,487,0.6499999761581421,1.0,0.5,0.10789315309045096
img_91ed57602079e64d,dataset_dev/02_ornek/kt097.jpg,6,s1_y1_x0,0,146,341,487,0.6499999761581421,0.0,0.5,0.10772764313237995
img_ad40ab1b4dd666a3,dataset_dev/02_ornek/kt098.jpg,1,s0_y1_x1,190,194,502,506,0.44999998807907104,0.5,0.5,0.13089524616705045
img_ad40ab1b4dd666a3,dataset_dev/02_ornek/kt098.jpg,2,s0_y1_x2,381,194,693,506,0.44999998807907104,1.0,0.5,0.12662027837409143
img_ad40ab1b4dd666a3,dataset_dev/02_ornek/kt098.jpg,3,s1_y1_x1,122,126,572,576,0.6499999761581421,0.5,0.5,0.1265707594563069
img_ad40ab1b4dd666a3,dataset_dev/02_ornek/kt098.jpg,4,s0_y1_x0,0,194,312,506,0.44999998807907104,0.0,0.5,0.12487932484298617
img_ad40ab1b4dd666a3,dataset_dev/02_ornek/kt098.jpg,5,s0_y0_x1,190,0,502,312,0.44999998807907104,0.5,0.0,0.12437343794767279
img_ad40ab1b4dd666a3,dataset_dev/02_ornek/kt098.jpg,6,s1_y1_x0,0,126,450,576,0.6499999761581421,0.0,0.5,0.12324144753141117
img_5948f89a20f8809b,dataset_dev/02_ornek/kt101.JPG,1,s0_y2_x1,163,1102,429,1368,0.44999998807907104,0.5,1.0,0.1411806097154465
img_5948f89a20f8809b,dataset_dev/02_ornek/kt101.JPG,2,s1_y2_x1,104,983,489,1368,0.6499999761581421,0.5,1.0,0.13146165973309215
img_5948f89a20f8809b,dataset_dev/02_ornek/kt101.JPG,3,s1_y2_x0,0,983,385,1368,0.6499999761581421,0.0,1.0,0.12890551417630267
img_5948f89a20f8809b,dataset_dev/02_ornek/kt101.JPG,4,s0_y2_x0,0,1102,266,1368,0.44999998807907104,0.0,1.0,0.1283388897861052
img_5948f89a20f8809b,dataset_dev/02_ornek/kt101.JPG,5,s1_y2_x2,207,983,592,1368,0.6499999761581421,1.0,1.0,0.12732443214753383
img_5948f89a20f8809b,dataset_dev/02_ornek/kt101.JPG,6,s0_y2_x2,326,1102,592,1368,0.44999998807907104,1.0,1.0,0.11963762623076604
img_aaec975cf9084b3c,dataset_dev/02_ornek/kt103.jpg,1,s0_y1_x1,211,409,557,755,0.44999998807907104,0.5,0.5,0.18429693871811692
img_aaec975cf9084b3c,dataset_dev/02_ornek/kt103.jpg,2,s0_y0_x1,211,0,557,346,0.44999998807907104,0.5,0.0,0.17798889790270706
img_aaec975cf9084b3c,dataset_dev/02_ornek/kt103.jpg,3,s0_y0_x0,0,0,346,346,0.44999998807907104,0.0,0.0,0.1763503383882341
img_aaec975cf9084b3c,dataset_dev/02_ornek/kt103.jpg,4,s1_y0_x0,0,0,499,499,0.6499999761581421,0.0,0.0,0.1758881435664777
img_aaec975cf9084b3c,dataset_dev/02_ornek/kt103.jpg,5,s1_y0_x1,134,0,633,499,0.6499999761581421,0.5,0.0,0.172991617179215
img_aaec975cf9084b3c,dataset_dev/02_ornek/kt103.jpg,6,s1_y1_x1,134,332,633,831,0.6499999761581421,0.5,0.5,0.17178794519333218
img_e55af9bd10197072,dataset_dev/02_ornek/kt105.JPG,1,s0_y1_x1,157,242,413,498,0.44999998807907104,0.5,0.5,0.1645527805144913
img_e55af9bd10197072,dataset_dev/02_ornek/kt105.JPG,2,s1_y2_x1,100,371,470,741,0.6499999761581421,0.5,1.0,0.1498921727446453
img_e55af9bd10197072,dataset_dev/02_ornek/kt105.JPG,3,s1_y1_x1,100,186,470,556,0.6499999761581421,0.5,0.5,0.14949743884992694
img_e55af9bd10197072,dataset_dev/02_ornek/kt105.JPG,4,s1_y1_x0,0,186,370,556,0.6499999761581421,0.0,0.5,0.13922296764091063
img_e55af9bd10197072,dataset_dev/02_ornek/kt105.JPG,5,s1_y1_x2,200,186,570,556,0.6499999761581421,1.0,0.5,0.13630026417294877
img_e55af9bd10197072,dataset_dev/02_ornek/kt105.JPG,6,s1_y2_x0,0,371,370,741,0.6499999761581421,0.0,1.0,0.1352549563726806
img_4798910d71086b14,dataset_dev/02_ornek/kt109.jpg,1,s0_y0_x0,0,0,680,680,0.44999998807907104,0.0,0.0,0.13560691154469773
img_4798910d71086b14,dataset_dev/02_ornek/kt109.jpg,2,s0_y1_x0,0,416,680,1096,0.44999998807907104,0.0,0.5,0.1354839032810699
img_4798910d71086b14,dataset_dev/02_ornek/kt109.jpg,3,s0_y2_x0,0,832,680,1512,0.44999998807907104,0.0,1.0,0.13468428474995692
img_4798910d71086b14,dataset_dev/02_ornek/kt109.jpg,4,s1_y2_x0,0,529,983,1512,0.6499999761581421,0.0,1.0,0.12954551275434248
img_4798910d71086b14,dataset_dev/02_ornek/kt109.jpg,5,s0_y2_x2,1336,832,2016,1512,0.44999998807907104,1.0,1.0,0.1293533587632584
img_4798910d71086b14,dataset_dev/02_ornek/kt109.jpg,6,s1_y0_x0,0,0,983,983,0.6499999761581421,0.0,0.0,0.129218943387509
img_af26d8745585f286,dataset_dev/02_ornek/kt110.jpg,1,s0_y2_x0,0,543,445,988,0.44999998807907104,0.0,1.0,0.12430566374830745
img_af26d8745585f286,dataset_dev/02_ornek/kt110.jpg,2,s1_y2_x0,0,346,642,988,0.6499999761581421,0.0,1.0,0.12346848996706872
img_af26d8745585f286,dataset_dev/02_ornek/kt110.jpg,3,s0_y1_x2,995,272,1440,717,0.44999998807907104,1.0,0.5,0.10593100536889291
img_af26d8745585f286,dataset_dev/02_ornek/kt110.jpg,4,s1_y2_x1,399,346,1041,988,0.6499999761581421,0.5,1.0,0.10525832304351149
img_af26d8745585f286,dataset_dev/02_ornek/kt110.jpg,5,s1_y2_x2,798,346,1440,988,0.6499999761581421,1.0,1.0,0.10455610233115756
img_af26d8745585f286,dataset_dev/02_ornek/kt110.jpg,6,s0_y2_x1,498,543,943,988,0.44999998807907104,0.5,1.0,0.10360115877596332
img_47d9ae5681e65332,dataset_dev/02_ornek/kt111.jpg,1,s0_y1_x2,946,302,1440,796,0.44999998807907104,1.0,0.5,0.11287032602920641
img_47d9ae5681e65332,dataset_dev/02_ornek/kt111.jpg,2,s1_y1_x2,726,192,1440,906,0.6499999761581421,1.0,0.5,0.11037029575440302
img_47d9ae5681e65332,dataset_dev/02_ornek/kt111.jpg,3,s1_y1_x0,0,192,714,906,0.6499999761581421,0.0,0.5,0.10926297971322366
img_47d9ae5681e65332,dataset_dev/02_ornek/kt111.jpg,4,s0_y1_x0,0,302,494,796,0.44999998807907104,0.0,0.5,0.10924132043690904
img_47d9ae5681e65332,dataset_dev/02_ornek/kt111.jpg,5,s1_y0_x0,0,0,714,714,0.6499999761581421,0.0,0.0,0.10270209626458743
